state,value
1111,0.054931640625
0110,0.0277099609375
0101,0.0445556640625
0000,0.055908203125
1001,0.0413818359375
1100,0.0543212890625
1110,0.070556640625
0111,0.0767822265625
1101,0.0411376953125
0001,0.116455078125
0100,0.1273193359375
1011,0.105224609375
1000,0.061767578125
1010,0.0487060546875
0011,0.0498046875
0010,0.0234375
