state,value
0011,0.109375
1010,0.0341796875
0010,0.055419921875
0100,0.055419921875
1101,0.042236328125
0101,0.021728515625
0110,0.137939453125
0000,0.03515625
0001,0.07373046875
1100,0.1431884765625
1110,0.0302734375
0111,0.03125
1001,0.1258544921875
1111,0.016845703125
1011,0.0489501953125
1000,0.0384521484375
